Last First Name,school,School/Info,position,start year,end year (-1 current position),,position,,,school,len school name
Baker Art,east carolina, East Carolina (assistant),ga,1983,1983,east carolina (assistant),ga,TRUE,15,east carolina,13
Baker Art,florida state, Florida State (QB),qb,1984,1984,florida state (qb),qb,TRUE,15,florida state,13
Baker Art,furman, Furman,hc,1973,1977,furman,hc,TRUE,#VALUE!,furman,6
Baker Art,texas tech, Texas Tech (assistant),ga,1970,1972,texas tech (assistant),ga,TRUE,12,texas tech,10
Baker Art,the citadel, The Citadel,hc,1978,1982,the citadel,hc,TRUE,#VALUE!,the citadel,11
Baker Ed,kalamazoo, Kalamazoo,hc,1967,1983,kalamazoo,hc,TRUE,#VALUE!,kalamazoo,9
Baker Ed,kalamazoo, Kalamazoo,hc,1988,1989,kalamazoo,hc,TRUE,#VALUE!,kalamazoo,9
Baker Gregg,faulkner, Faulkner,hc,2009,2011,faulkner,hc,TRUE,#VALUE!,faulkner,8
Baldwin Beau,central washington, Central Washington,hc,2007,2007,central washington,hc,TRUE,#VALUE!,central washington,18
Baldwin Beau,central washington, Central Washington (QB),qb,1994,2002,central washington (qb),qb,TRUE,20,central washington,18
Baldwin Beau,eastern washington, Eastern Washington,hc,2008,-1,eastern washington,hc,TRUE,#VALUE!,eastern washington,18
Baldwin Beau,eastern washington, Eastern Washington (OC/QB),oc,2003,2006,eastern washington (oc/qb),oc,TRUE,20,eastern washington,18
Baldwin Dave,baylor, Baylor (OC/QB),oc,2002,2002,baylor (oc/qb),oc,TRUE,8,baylor,6
Baldwin Dave,cal state northridge, Cal State Northridge,hc,1995,1996,cal state northridge,hc,TRUE,#VALUE!,cal state northridge,20
Baldwin Dave,cal state northridge, Cal State Northridge (GA),ga,1979,1980,cal state northridge (ga),ga,TRUE,22,cal state northridge,20
Baldwin Dave,cincinnati, Cincinnati (OC),oc,2001,2001,cincinnati (oc),oc,TRUE,12,cincinnati,10
Baldwin Dave,colorado state, Colorado State (OC),oc,2012,-1,colorado state (oc),oc,TRUE,16,colorado state,14
Baldwin Dave,granada hills hs, Granada Hills HS (AC),hc,1978,1978,granada hills hs (ac),hc,TRUE,18,granada hills hs,16
Baldwin Dave,michigan state, Michigan State (OC/TE),oc,2003,2006,michigan state (oc/te),oc,TRUE,16,michigan state,14
Baldwin Dave,new mexico, New Mexico (OC/QB),oc,2007,2008,new mexico (oc/qb),oc,TRUE,12,new mexico,10
Baldwin Dave,san jose state, San Jose State,hc,1997,2000,san jose state,hc,TRUE,#VALUE!,san jose state,14
Baldwin Dave,san jose state, San Jose State (WR),wr,1981,1984,san jose state (wr),wr,TRUE,16,san jose state,14
Baldwin Dave,santa barbara jc, Santa Barbara JC,hc,1990,1993,santa barbara jc,hc,TRUE,#VALUE!,santa barbara jc,16
Baldwin Dave,santa rosa jc, Santa Rosa JC,hc,1994,1994,santa rosa jc,hc,TRUE,#VALUE!,santa rosa jc,13
Baldwin Dave,stanford, Stanford (WR),wr,1985,1988,stanford (wr),wr,TRUE,10,stanford,8
Baldwin Dave,utah state, Utah State (OC),oc,2009,2011,utah state (oc),oc,TRUE,12,utah state,10
Ball Randy,missouri state, Missouri State,hc,1999,2005,missouri state,hc,TRUE,#VALUE!,missouri state,14
Ball Randy,western illinois, Western Illinois,hc,1990,1998,western illinois,hc,TRUE,#VALUE!,western illinois,16
Ballard Matt,gardner-webb, GardnerWebb (Ast.),ga,1979,1979,gardnerwebb (ast.),ga,TRUE,13,gardnerwebb,12
Ballard Matt,georgetown college, Georgetown College (OC/DC),oc,1980,1983,georgetown college (oc/dc),oc,TRUE,20,georgetown college,18
Ballard Matt,morehead state, Morehead State,hc,1994,2012,morehead state,hc,TRUE,#VALUE!,morehead state,14
Ballard Matt,morehead state, Morehead State (Ast. HC/DC),ahc,1984,1987,morehead state (ast. hc/dc),ahc,TRUE,16,morehead state,14
Ballard Matt,union college, Union College (KY),hc,1988,1994,union college (ky),hc,TRUE,15,union college,13
Barbier Darren,archbishop shaw hs, Archbishop Shaw HS (LA) (assistant),ga,1983,1988,archbishop shaw hs (la) (assistant),ga,TRUE,20,archbishop shaw hs,18
Barbier Darren,hahnville hs, Hahnville HS (LA),hc,1989,1994,hahnville hs (la),hc,TRUE,14,hahnville hs,12
Barbier Darren,nicholls state, Nicholls State,hc,1995,1998,nicholls state,hc,TRUE,#VALUE!,nicholls state,14
Barbier Darren,tulane, Tulane (LB),lb,1999,2000,tulane (lb),lb,TRUE,8,tulane,6
Barlow George,hutchinson c. c., Hutchinson C. C. (DL),dl,1994,1994,hutchinson c. c. (dl),dl,TRUE,18,hutchinson c. c.,16
Barlow George,james madison, James Madison (DC),dc,2004,2008,james madison (dc),dc,TRUE,15,james madison,13
Barlow George,james madison, James Madison (DL),dl,2002,2003,james madison (dl),dl,TRUE,15,james madison,13
Barlow George,james madison, James Madison (RB),rb,1999,2001,james madison (rb),rb,TRUE,15,james madison,13
Barlow George,marshall, Marshall (GA),ga,1991,1991,marshall (ga),ga,TRUE,10,marshall,8
Barlow George,marshall, Marshall (LB),lb,1992,1993,marshall (lb),lb,TRUE,10,marshall,8
Barlow George,nc state, N.C. State (CB's),cb,2014,-1,n.c. state (cb's),cb,TRUE,12,n.c. state,8
Barlow George,new mexico, New Mexico (DB),db,2009,2010,new mexico (db),db,TRUE,12,new mexico,10
Barlow George,new mexico, New Mexico (Interim HC/DC),hc,2011,2011,new mexico (interim hc/dc),hc,TRUE,12,new mexico,10
Barlow George,oklahoma, Oklahoma (GA),ga,1996,1997,oklahoma (ga),ga,TRUE,10,oklahoma,8
Barlow George,oklahoma, Oklahoma (LB),lb,1998,1998,oklahoma (lb),lb,TRUE,10,oklahoma,8
Barlow George,vanderbilt, Vanderbilt (DB),db,2012,2013,vanderbilt (db),db,TRUE,12,vanderbilt,10
Barlow George,west virginia state, West Virginia State (DC),dc,1995,1995,west virginia state (dc),dc,TRUE,21,west virginia state,19
Barlow Reggie,alabama state, Alabama State,hc,2007,-1,alabama state,hc,TRUE,#VALUE!,alabama state,13
Barlow Reggie,alabama state, Alabama State (QB),qb,2005,2006,alabama state (qb),qb,TRUE,15,alabama state,13
Barnett Gary,air academy hs, Air Academy HS (CO),hc,1972,1981,air academy hs (co),hc,TRUE,16,air academy hs,14
Barnett Gary,colorado, Colorado,hc,1999,2005,colorado,hc,TRUE,#VALUE!,colorado,8
Barnett Gary,colorado, Colorado (assistant),ga,1984,1991,colorado (assistant),ga,TRUE,10,colorado,8
Barnett Gary,fort lewis, Fort Lewis,hc,1982,1983,fort lewis,hc,TRUE,#VALUE!,fort lewis,10
Barnett Gary,missouri, Missouri (GA),ga,1969,1971,missouri (ga),ga,TRUE,10,missouri,8
Barnett Gary,northwestern, Northwestern,hc,1992,1998,northwestern,hc,TRUE,#VALUE!,northwestern,12
Basil Richard,johnson c. smith, Johnson C. Smith (assistant),ga,1996,1996,johnson c. smith (assistant),ga,TRUE,18,johnson c. smith,16
Basil Richard,savannah state, Savannah State,hc,2003,2005,savannah state,hc,TRUE,#VALUE!,savannah state,14
Basil Richard,savannah state, Savannah State (assistant),ga,1993,1993,savannah state (assistant),ga,TRUE,16,savannah state,14
Basil Richard,savannah state, Savannah State (assistant),ga,1997,2003,savannah state (assistant),ga,TRUE,16,savannah state,14
Basil Richard,tennessee state, Tennessee State (assistant),ga,1994,1995,tennessee state (assistant),ga,TRUE,17,tennessee state,15
Bath Mike,ashland, Ashland (OC/QB/WR),oc,2009,2010,ashland (oc/qb/wr),oc,TRUE,9,ashland,7
Bath Mike,miami oh, Miami (OH) (GA),ga,2004,2005,miami (oh) (ga),ga,TRUE,7,miami,8
Bath Mike,miami oh, Miami (OH) (interim),hc,2013,2013,miami (oh) (interim),hc,TRUE,7,miami,8
Bath Mike,miami oh, Miami (OH) (QB),qb,2012,2012,miami (oh) (qb),qb,TRUE,7,miami,8
Bath Mike,miami oh, Miami (OH) (QB/WR),qb,2013,2013,miami (oh) (qb/wr),qb,TRUE,7,miami,8
Bath Mike,miami oh, Miami (OH) (TE),te,2006,2008,miami (oh) (te),te,TRUE,7,miami,8
Bath Mike,miami oh, Miami (OH) (TE/WR),te,2011,2011,miami (oh) (te/wr),te,TRUE,7,miami,8
Bath Mike,wyoming, Wyoming (RB/FB),rb,2014,-1,wyoming (rb/fb),rb,TRUE,9,wyoming,7
Beamer Frank,maryland, Maryland (GA),ga,1972,1972,maryland (ga),ga,TRUE,10,maryland,8
Beamer Frank,murray state, Murray State,hc,1981,1986,murray state,hc,TRUE,#VALUE!,murray state,12
Beamer Frank,murray state, Murray State (DC),dc,1979,1980,murray state (dc),dc,TRUE,14,murray state,12
Beamer Frank,the citadel, The Citadel (DC),dc,1977,1978,the citadel (dc),dc,TRUE,13,the citadel,11
Beamer Frank,the citadel, The Citadel (DL),dl,1973,1976,the citadel (dl),dl,TRUE,13,the citadel,11
Beamer Frank,virginia tech, Virginia Tech,hc,1987,-1,virginia tech,hc,TRUE,#VALUE!,virginia tech,13
Beard Ronald,central state, Central State (assistant),ga,1973,1977,central state (assistant),ga,TRUE,15,central state,13
Beard Ronald,north carolina a&t, North Carolina A&T (assistant),ga,1978,1983,north carolina a&t (assistant),ga,TRUE,20,north carolina a&t,18
Beard Ronald,prairie view a&m, Prairie View A&M,hc,1991,1994,prairie view a&m,hc,TRUE,#VALUE!,prairie view a&m,16
Beard Ronald,prairie view a&m, Prairie View A&M (assistant),ga,1984,1990,prairie view a&m (assistant),ga,TRUE,18,prairie view a&m,16
Beatty Shane,west virginia tech, West Virginia Tech,hc,2006,2007,west virginia tech,hc,TRUE,#VALUE!,west virginia tech,18
Beck Tim,illinois state, Illinois State (LB/P),lb,1990,1990,illinois state (lb/p),lb,TRUE,16,illinois state,14
Beck Tim,kansas, Kansas (WR),wr,2005,2006,kansas (wr),wr,TRUE,8,kansas,6
Beck Tim,kansas, Kansas (WR/PGC),wr,2007,2007,kansas (wr/pgc),wr,TRUE,8,kansas,6
Beck Tim,kansas state, Kansas State (GA),ga,1991,1992,kansas state (ga),ga,TRUE,14,kansas state,12
Beck Tim,mansfield summit hs, Mansfield Summit HS,hc,2002,2004,mansfield summit hs,hc,TRUE,#VALUE!,mansfield summit hs,19
Beck Tim,miramar hs, Miramar HS (AC),hc,1988,1989,miramar hs (ac),hc,TRUE,12,miramar hs,10
Beck Tim,missouri state, Missouri State (AC),hc,1996,1997,missouri state (ac),hc,TRUE,16,missouri state,14
Beck Tim,missouri state, Missouri State (OC),oc,1998,1998,missouri state (oc),oc,TRUE,16,missouri state,14
Beck Tim,nebraska, Nebraska (OC/QB),oc,2011,-1,nebraska (oc/qb),oc,TRUE,10,nebraska,8
Beck Tim,nebraska, Nebraska (RB),rb,2008,2010,nebraska (rb),rb,TRUE,10,nebraska,8
Beck Tim,rl turner hs, RL Turner HS,hc,1999,2001,rl turner hs,hc,TRUE,#VALUE!,rl turner hs,12
Beck Tim,saguaro hs, Saguaro HS,hc,1993,1995,saguaro hs,hc,TRUE,#VALUE!,saguaro hs,10
Beckman Tim,auburn, Auburn (GA),ga,1988,1989,auburn (ga),ga,TRUE,8,auburn,6
Beckman Tim,bowling green, Bowling Green (DC),dc,1998,2004,bowling green (dc),dc,TRUE,15,bowling green,13
Beckman Tim,elon, Elon (DC/RC),dc,1996,1997,elon (dc/rc),dc,TRUE,6,elon,4
Beckman Tim,illinois, Illinois,hc,2012,2014,illinois,hc,TRUE,#VALUE!,illinois,8
Beckman Tim,ohio state, Ohio State (CB),cb,2005,2006,ohio state (cb),cb,TRUE,12,ohio state,10
Beckman Tim,oklahoma state, Oklahoma State (DC),dc,2007,2008,oklahoma state (dc),dc,TRUE,16,oklahoma state,14
Beckman Tim,toledo, Toledo,hc,2009,2011,toledo,hc,TRUE,#VALUE!,toledo,6
Beckman Tim,western carolina, Western Carolina (SC/RC),ga,1990,1995,western carolina (sc/rc),ga,TRUE,18,western carolina,16
Bedesem Richard V. Dick,delaware valley, Delaware Valley,hc,1987,1991,delaware valley,hc,TRUE,#VALUE!,delaware valley,15
Bedesem Richard V. Dick,pittsburgh, Pittsburgh (assistant),ga,1981,1981,pittsburgh (assistant),ga,TRUE,12,pittsburgh,10
Bedesem Richard V. Dick,temple, Temple (DB),db,1973,1974,temple (db),db,TRUE,8,temple,6
Bedesem Richard V. Dick,villanova, Villanova,hc,1975,1980,villanova,hc,TRUE,#VALUE!,villanova,9
Behrns Pat,dakota state, Dakota State (DB),db,1972,1972,dakota state (db),db,TRUE,14,dakota state,12
Behrns Pat,nebraskaomaha, NebraskaOmaha,hc,1994,2010,nebraskaomaha,hc,TRUE,#VALUE!,nebraskaomaha,13
Behrns Pat,new mexico state, New Mexico State (GA),ga,1973,1974,new mexico state (ga),ga,TRUE,18,new mexico state,16
Behrns Pat,north dakota, North Dakota,hc,1980,1985,north dakota,hc,TRUE,#VALUE!,north dakota,12
Behrns Pat,north dakota, North Dakota (DB/RC),db,1975,1979,north dakota (db/rc),db,TRUE,14,north dakota,12
Behrns Pat,unlv, UNLV (OC),oc,1992,1993,unlv (oc),oc,TRUE,6,unlv,4
Behrns Pat,utah state, Utah State (assistant),ga,1986,1991,utah state (assistant),ga,TRUE,12,utah state,10
Bell Kerwin,jacksonville university, Jacksonville University (HC) (2007present),hc,2007,-1,jacksonville university (hc) (2007present),hc,TRUE,25,jacksonville university,23
Bell Kerwin,toronto argonauts, Toronto Argonauts (OC) (20002001),oc,2000,2001,toronto argonauts (oc) (20002001),oc,TRUE,19,toronto argonauts,17
Bell Kerwin,trinity catholic high school, Trinity Catholic High School (HC) (20012006),hc,2001,2006,trinity catholic high school (hc) (20012006),hc,TRUE,30,trinity catholic high school,28
Bell Kerwin,university of florida, University of Florida (GA) (1990),ga,1990,-1,university of florida (ga) (1990),ga,TRUE,23,university of florida,21
Bellard Emory,breckenridge, Breckenridge (TX) HS,hc,1955,1959,breckenridge (tx) hs,hc,TRUE,14,breckenridge,12
Bellard Emory,ingleside, Ingleside (TX) HS,hc,1952,1954,ingleside (tx) hs,hc,TRUE,11,ingleside,9
Bellard Emory,mississippi state, Mississippi State,hc,1979,1985,mississippi state,hc,TRUE,#VALUE!,mississippi state,17
Bellard Emory,san angelo, San Angelo (TX) Central HS,hc,1960,1966,san angelo (tx) central hs,hc,TRUE,12,san angelo,10
Bellard Emory,spring westfield, Spring Westfield (TX) HS,hc,1988,1993,spring westfield (tx) hs,hc,TRUE,18,spring westfield,16
Bellard Emory,texas, Texas (OC),oc,1967,1971,texas (oc),oc,TRUE,7,texas,5
Bellard Emory,texas a&m, Texas A&M,hc,1972,1978,texas a&m,hc,TRUE,#VALUE!,texas a&m,9
Bellotti Mike,cal state hayward, Cal State Hayward (OC),oc,1977,1978,cal state hayward (oc),oc,TRUE,19,cal state hayward,17
Bellotti Mike,cal state hayward, Cal State Hayward (OC),oc,1980,1983,cal state hayward (oc),oc,TRUE,19,cal state hayward,17
Bellotti Mike,chico state, Chico State,hc,1984,1988,chico state,hc,TRUE,#VALUE!,chico state,11
Bellotti Mike,oregon, Oregon,hc,1995,2008,oregon,hc,TRUE,#VALUE!,oregon,6
Bellotti Mike,oregon, Oregon (OC),oc,1989,1994,oregon (oc),oc,TRUE,8,oregon,6
Bellotti Mike,uc davis, UC Davis (assistant),ga,1973,1976,uc davis (assistant),ga,TRUE,10,uc davis,8
Bellotti Mike,weber state, Weber State (OC),oc,1979,1979,weber state (oc),oc,TRUE,13,weber state,11
Bennett David,catawba, Catawba,hc,1994,2001,catawba,hc,TRUE,#VALUE!,catawba,7
Bennett David,coastal carolina, Coastal Carolina,hc,2001,2011,coastal carolina,hc,TRUE,#VALUE!,coastal carolina,16
Bennett Phil,baylor, Baylor (DC),dc,2011,-1,baylor (dc),dc,TRUE,8,baylor,6
Bennett Phil,iowa state, Iowa State (DC),dc,1983,1986,iowa state (dc),dc,TRUE,12,iowa state,10
Bennett Phil,kansas state, Kansas State (DC),dc,1999,2001,kansas state (dc),dc,TRUE,14,kansas state,12
Bennett Phil,lsu, LSU (DC),dc,1992,1994,lsu (dc),dc,TRUE,5,lsu,3
Bennett Phil,oklahoma, Oklahoma (DB coach),db,1998,1998,oklahoma (db coach),db,TRUE,10,oklahoma,8
Bennett Phil,pittsburgh, Pittsburgh (DC),dc,2008,2010,pittsburgh (dc),dc,TRUE,12,pittsburgh,10
Bennett Phil,pittsburgh, Pittsburgh (Interim HC),hc,2010,2010,pittsburgh (interim hc),hc,TRUE,12,pittsburgh,10
Bennett Phil,purdue, Purdue (DC),dc,1987,1991,purdue (dc),dc,TRUE,8,purdue,6
Bennett Phil,southern methodist, SMU,hc,2002,2007,smu,hc,TRUE,#VALUE!,smu,18
Bennett Phil,tcu, TCU (DC),dc,1997,1997,tcu (dc),dc,TRUE,5,tcu,3
Bennett Phil,tcu, TCU (TE/DT coach),te,1982,1982,tcu (te/dt coach),te,TRUE,5,tcu,3
Bennett Phil,texas a&m, Texas A&M (DC),dc,1995,1996,texas a&m (dc),dc,TRUE,11,texas a&m,9
Bennett Phil,texas a&m, Texas A&M (TE coach),te,1979,1981,texas a&m (te coach),te,TRUE,11,texas a&m,9
Bentley Bobby,duncan byrnes hs, Duncan Byrnes (AD/OC),hc,2009,-1,duncan byrnes (ad/oc),hc,TRUE,15,duncan byrnes,16
Bentley Bobby,duncan byrnes hs, Duncan Byrnes HS,hc,1995,2006,duncan byrnes hs,hc,TRUE,#VALUE!,duncan byrnes hs,16
Bentley Bobby,duncan byrnes hs, Duncan Byrnes HS (Asst.),ga,1990,1994,duncan byrnes hs (asst.),ga,TRUE,18,duncan byrnes hs,16
Bentley Bobby,presbyterian college, Presbyterian College,hc,2007,2008,presbyterian college,hc,TRUE,#VALUE!,presbyterian college,20
Bernard Brad,bethune-cookman, Bethune-Cookman (assistant),ga,1998,2009,bethune-cookman (assistant),ga,TRUE,17,bethune-cookman,15
Bernard Brad,edward waters college, Edward Waters College,hc,2011,2013,edward waters college,hc,TRUE,#VALUE!,edward waters college,21
Bernard Brad,georgia southern, Georgia Southern (assistant),ga,1990,1990,georgia southern (assistant),ga,TRUE,18,georgia southern,16
Bernard Brad,howard, Howard (assistant),ga,2010,2010,howard (assistant),ga,TRUE,8,howard,6
Bernard Brad,mandarin high school, Mandarin High School (assistant),ga,1994,1996,mandarin high school (assistant),ga,TRUE,22,mandarin high school,20
Bernard Brad,sandalwood high school, Sandalwood High School (assistant),ga,1991,1994,sandalwood high school (assistant),ga,TRUE,24,sandalwood high school,22
Bernard Brad,william m. raines high school, William M. Raines High School (assistant),ga,1997,1997,william m. raines high school (assistant),ga,TRUE,31,william m. raines high school,29
Bernard Joe,bethlehem catholic hs, Bethlehem Catholic HS (asst.),ga,1983,1984,bethlehem catholic hs (asst.),ga,TRUE,23,bethlehem catholic hs,21
Bernard Joe,duquesne, Duquesne (DC),dc,2003,2010,duquesne (dc),dc,TRUE,10,duquesne,8
Bernard Joe,fairfield, Fairfield,hc,2001,2002,fairfield,hc,TRUE,#VALUE!,fairfield,9
Bernard Joe,fairfield, Fairfield (DC),dc,1996,2000,fairfield (dc),dc,TRUE,11,fairfield,9
Bernard Joe,nazareth hs, Nazareth HS,hc,1990,1995,nazareth hs,hc,TRUE,#VALUE!,nazareth hs,11
Bernard Joe,nazareth hs, Nazareth HS (asst.),ga,1985,1989,nazareth hs (asst.),ga,TRUE,13,nazareth hs,11
Bernard Joe,stroudsburg hs, Stroudsburg HS,hc,2011,-1,stroudsburg hs,hc,TRUE,#VALUE!,stroudsburg hs,14
Berndt Jerry,dartmouth, Dartmouth (assistant),ga,1971,1978,dartmouth (assistant),ga,TRUE,11,dartmouth,9
Berndt Jerry,depauw, DePauw,hc,1979,1980,depauw,hc,TRUE,#VALUE!,depauw,6
Berndt Jerry,missouri, Missouri (OC/QB),oc,1994,1999,missouri (oc/qb),oc,TRUE,10,missouri,8
Berndt Jerry,penn, Penn,hc,1981,1985,penn,hc,TRUE,#VALUE!,penn,4
Berndt Jerry,rice, Rice,hc,1986,1988,rice,hc,TRUE,#VALUE!,rice,4
Berndt Jerry,streetsboro hs, Streetsboro HS (OH),hc,1970,1970,streetsboro hs (oh),hc,TRUE,16,streetsboro hs,14
Berndt Jerry,temple, Temple,hc,1989,1992,temple,hc,TRUE,#VALUE!,temple,6
Berndt Jerry,toledo, Toledo (GA),ga,1969,1969,toledo (ga),ga,TRUE,8,toledo,6
Berry Todd,army, Army,hc,2000,2003,army,hc,TRUE,#VALUE!,army,4
Berry Todd,east carolina, East Carolina (OC/RB),oc,1992,1995,east carolina (oc/rb),oc,TRUE,15,east carolina,13
Berry Todd,illinois state, Illinois State,hc,1996,1999,illinois state,hc,TRUE,#VALUE!,illinois state,14
Berry Todd,louisiana-monroe, LouisianaMonroe,hc,2010,-1,louisianamonroe,hc,TRUE,#VALUE!,louisianamonroe,16
Berry Todd,louisiana-monroe, LouisianaMonroe (OC/QB),oc,2004,2005,louisianamonroe (oc/qb),oc,TRUE,17,louisianamonroe,16
Berry Todd,miami, Miami (FL) (QB),qb,2006,2006,miami (fl) (qb),qb,TRUE,7,miami,5
Berry Todd,mississippi state, Mississippi State (WR),wr,1989,1990,mississippi state (wr),wr,TRUE,19,mississippi state,17
Berry Todd,oklahoma state, Oklahoma State (QB),qb,1985,1985,oklahoma state (qb),qb,TRUE,16,oklahoma state,14
Berry Todd,se missouri st., SE Missouri St. (OC/QB),oc,1991,1991,se missouri st. (oc/qb),oc,TRUE,17,se missouri st.,15
Berry Todd,tennessee, Tennessee (TE),te,1983,1983,tennessee (te),te,TRUE,11,tennessee,9
Berry Todd,tennessee-martin, Tennessee-Martin (OC/QB),oc,1986,1988,tennessee-martin (oc/qb),oc,TRUE,18,tennessee-martin,16
Berry Todd,tulsa, Tulsa (WR),wr,1984,1984,tulsa (wr),wr,TRUE,7,tulsa,5
Berry Todd,unlv, UNLV (OC/QB),oc,2007,2009,unlv (oc/qb),oc,TRUE,6,unlv,4
Bible Dana,boston college,Boston College,oc,1999,2006,boston college,oc,TRUE,#VALUE!,boston college,14
Bible Dana,boston college,Boston Collegeÿ(OC/QB/WR),oc,1999,2006,,,,,,
Bible Dana,cincinnati,Cincinnati,ga,1976,1977,cincinnati,ga,TRUE,#VALUE!,cincinnati,10
Bible Dana,cincinnati,Cincinnati,qb,1978,1979,cincinnati,qb,TRUE,#VALUE!,cincinnati,10
Bible Dana,cincinnati,Cincinnati,oc,1994,1994,cincinnati,oc,TRUE,#VALUE!,cincinnati,10
Bible Dana,cincinnati,Cincinnati (GA),ga,1976,1977,,,,,,
Bible Dana,cincinnati,Cincinnati (OC/QB),oc,1994,1994,,,,,,
Bible Dana,cincinnati,Cincinnati (QB),qb,1978,1979,,,,,,
Bible Dana,cincinnati bengals,Cincinnati Bengals,qb,1990,1992,cincinnati bengals,qb,TRUE,#VALUE!,cincinnati bengals,18
Bible Dana,cincinnati bengals,Cincinnati Bengalsÿ(QB),qb,1990,1992,,,,,,
Bible Dana,lsu, LSU,hc,1916,1916,lsu,hc,TRUE,#VALUE!,lsu,3
Bible Dana,miami oh,Miami (OH),wr,1981,1981,miami (oh),wr,TRUE,7,miami,8
Bible Dana,miami oh,Miami (OH),oc,1989,1989,miami (oh),oc,TRUE,7,miami,8
Bible Dana,miami oh,Miami (OH) (OC/QB),oc,1989,1989,,,,,,
Bible Dana,miami oh,Miami (OH)ÿ(WR),wr,1981,1981,,,,,,
Bible Dana,mississippi college, Mississippi College,hc,1913,1915,mississippi college,hc,TRUE,#VALUE!,mississippi college,19
Bible Dana,nc state,NC State,qb,1983,1985,nc state,qb,TRUE,#VALUE!,nc state,8
Bible Dana,nc state,NC State,oc,2007,2012,nc state,oc,TRUE,#VALUE!,nc state,8
Bible Dana,nc state,NC State (interim HC),hc,2012,2012,,,,,,
Bible Dana,nc state,NC State (OC/QB),oc,2012,2012,,,,,,
Bible Dana,nc state,NC State (OC/QB/WR),oc,2007,2011,,,,,,
Bible Dana,nc state,NC Stateÿ(QB/WR),qb,1983,1985,,,,,,
Bible Dana,nebraska, Nebraska,hc,1929,1936,nebraska,hc,TRUE,#VALUE!,nebraska,8
Bible Dana,philadelphia,Philadelphia,oc,1998,1998,philadelphia,oc,TRUE,#VALUE!,philadelphia,12
Bible Dana,philadelphia eagles,Philadelphia Eaglesÿ(OC),oc,1998,1998,,,,,,
Bible Dana,san diego state,San Diego State,oc,1986,1988,san diego state,oc,TRUE,#VALUE!,san diego state,15
Bible Dana,san diego state,San Diego Stateÿ(OC/QB/WR),oc,1986,1988,,,,,,
Bible Dana,stanford,Stanford,oc,1995,1997,stanford,oc,TRUE,#VALUE!,stanford,8
Bible Dana,stanford,Stanfordÿ(OC/QB),oc,1995,1997,,,,,,
Bible Dana,texas, Texas,hc,1937,1946,texas,hc,TRUE,#VALUE!,texas,5
