Last First Name,school,School/Info,position,start year,end year (-1 current position),,position,,,school,len school name
Kennan Larry,los angeles raiders, Los Angeles Raiders (QC),ga,1982,1982,los angeles raiders (qc),ga,TRUE,21,los angeles raiders,19
Kennan Larry,new england patriots, New England Patriots (OC),oc,1997,1997,new england patriots (oc),oc,TRUE,22,new england patriots,20
Kennan Larry,new orleans saints, New Orleans Saints (TE),te,1995,1995,new orleans saints (te),te,TRUE,20,new orleans saints,18
Kennan Larry,oakland raiders, Oakland Raiders (QB),qb,1996,1996,oakland raiders (qb),qb,TRUE,17,oakland raiders,15
Kennan Larry,seattle seahawks, Seattle Seahawks (OC/QB),oc,1992,1994,seattle seahawks (oc/qb),oc,TRUE,18,seattle seahawks,16
Kennan Larry,southern methodist, SMU (OC),oc,1976,1978,smu (oc),oc,TRUE,5,smu,18
Kennan Larry,unlv, UNLV (OC),oc,1973,1975,unlv (oc),oc,TRUE,6,unlv,4
Kessinger Kent,augustana, Augustana (SD) (OC),oc,2003,2003,augustana (sd) (oc),oc,TRUE,11,augustana,9
Kessinger Kent,ottawa, Ottawa (KS),hc,2004,-1,ottawa (ks),hc,TRUE,8,ottawa,6
Kidd Roy,eastern kentucky, Eastern Kentucky,hc,1964,2002,eastern kentucky,hc,TRUE,#VALUE!,eastern kentucky,16
Kidd Roy,eastern kentucky, Eastern Kentucky (assistant),ga,1963,1963,eastern kentucky (assistant),ga,TRUE,18,eastern kentucky,16
Kidd Roy,eastern kentucky, Eastern Kentucky (SA),hc,1954,1954,eastern kentucky (sa),hc,TRUE,18,eastern kentucky,16
Kidd Roy,madison hs, Madison HS (KY),hc,1961,1961,madison hs (ky),hc,TRUE,12,madison hs,10
Kidd Roy,madison-model hs, Madison-Model HS (KY),hc,1956,1960,madison-model hs (ky),hc,TRUE,18,madison-model hs,16
Kidd Roy,morehead state, Morehead State (assistant),ga,1962,1962,morehead state (assistant),ga,TRUE,16,morehead state,14
Kiesel Kevin,albright, Albright,hc,1993,1995,albright,hc,TRUE,#VALUE!,albright,8
Kiesel Kevin,fairfield, Fairfield,hc,1996,2000,fairfield,hc,TRUE,#VALUE!,fairfield,9
Kiesel Kevin,fordham, Fordham (OC),oc,1986,1990,fordham (oc),oc,TRUE,9,fordham,7
Kiesel Kevin,gettysburg, Gettysburg (assistant),ga,1984,1984,gettysburg (assistant),ga,TRUE,12,gettysburg,10
Kiesel Kevin,guilford, Guilford,hc,2005,2010,guilford,hc,TRUE,#VALUE!,guilford,8
Kiesel Kevin,kentucky, Kentucky (assistant),ga,1983,1983,kentucky (assistant),ga,TRUE,10,kentucky,8
Kiesel Kevin,millersville, Millersville,hc,2001,2004,millersville,hc,TRUE,#VALUE!,millersville,12
Kiesel Kevin,navy, Navy (ST),st,1991,1992,navy (st),st,TRUE,6,navy,4
Kiesel Kevin,temple, Temple (assistant),ga,1985,1985,temple (assistant),ga,TRUE,8,temple,6
Kiesel Kevin,west chester, West Chester (assistant),ga,1981,1982,west chester (assistant),ga,TRUE,14,west chester,12
Kiffin Lane,alabama, Alabama (OC/QB),oc,2014,-1,alabama (oc/qb),oc,TRUE,9,alabama,7
Kiffin Lane,colorado state, Colorado State (GA),ga,1999,1999,colorado state (ga),ga,TRUE,16,colorado state,14
Kiffin Lane,fresno state, Fresno State (assistant),ga,1997,1998,fresno state (assistant),ga,TRUE,14,fresno state,12
Kiffin Lane,jacksonville jaguars, Jacksonville Jaguars (OQC),ga,2000,2000,jacksonville jaguars (oqc),ga,TRUE,22,jacksonville jaguars,20
Kiffin Lane,oakland raiders, Oakland Raiders,hc,2007,2008,oakland raiders,hc,TRUE,#VALUE!,oakland raiders,15
Kiffin Lane,tennessee, Tennessee,hc,2009,2009,tennessee,hc,TRUE,#VALUE!,tennessee,9
Kiffin Lane,usc, USC,hc,2010,2013,usc,hc,TRUE,#VALUE!,usc,3
Kiffin Lane,usc, USC (PGC/OC),oc,2005,2006,usc (pgc/oc),oc,TRUE,5,usc,3
Kiffin Lane,usc, USC (TE),te,2001,2001,usc (te),te,TRUE,5,usc,3
Kiffin Lane,usc, USC (WR),wr,2002,2004,usc (wr),wr,TRUE,5,usc,3
Kill Jerry,emporia state, Emporia State,hc,1999,2000,emporia state,hc,TRUE,#VALUE!,emporia state,13
Kill Jerry,minnesota, Minnesota,hc,2011,-1,minnesota,hc,TRUE,#VALUE!,minnesota,9
Kill Jerry,northern illinois, Northern Illinois,hc,2008,2010,northern illinois,hc,TRUE,#VALUE!,northern illinois,17
Kill Jerry,pittsburgh state, Pittsburg State (DC),dc,1985,1987,pittsburg state (dc),dc,TRUE,17,pittsburg state,16
Kill Jerry,pittsburgh state, Pittsburg State (OC),oc,1991,1993,pittsburg state (oc),oc,TRUE,17,pittsburg state,16
Kill Jerry,saginaw valley state, Saginaw Valley State,hc,1994,1998,saginaw valley state,hc,TRUE,#VALUE!,saginaw valley state,20
Kill Jerry,southern illinois, Southern Illinois,hc,2001,2007,southern illinois,hc,TRUE,#VALUE!,southern illinois,17
Kill Jerry,webb city hs, Webb City HS (MO),hc,1988,1990,webb city hs (mo),hc,TRUE,14,webb city hs,12
Kincaid Al,alabama, Alabama (GA / JV OB),ga,1974,1975,alabama (ga / jv ob),ga,TRUE,9,alabama,7
Kincaid Al,alabama, Alabama (RC),rb,1989,1989,alabama (rc),rb,TRUE,9,alabama,7
Kincaid Al,arkansas state, Arkansas State,hc,1990,1991,arkansas state,hc,TRUE,#VALUE!,arkansas state,14
Kincaid Al,east carolina, East Carolina (OC),oc,1976,1979,east carolina (oc),oc,TRUE,15,east carolina,13
Kincaid Al,giles hs, Giles HS (VA),hc,1971,1973,giles hs (va),hc,TRUE,10,giles hs,8
Kincaid Al,temple, Temple (AHC/OC),ahc,1998,-1,temple (ahc/oc),ahc,TRUE,8,temple,6
Kincaid Al,wyoming, Wyoming,hc,1981,1985,wyoming,hc,TRUE,#VALUE!,wyoming,7
Kincaid Al,wyoming, Wyoming (OC),oc,1980,1980,wyoming (oc),oc,TRUE,9,wyoming,7
Kines Joe,alabama, Alabama (DC),dc,2003,2006,alabama (dc),dc,TRUE,9,alabama,7
Kines Joe,alabama, Alabama (interim HC),hc,2006,2006,alabama (interim hc),hc,TRUE,9,alabama,7
Kines Joe,alabama, Alabama (LB/DC),lb,1985,1986,alabama (lb/dc),lb,TRUE,9,alabama,7
Kines Joe,arkansas, Arkansas (Asst. HC/DC),ga,1993,1994,arkansas (asst. hc/dc),ga,TRUE,10,arkansas,8
Kines Joe,arkansas, Arkansas (DC),dc,1991,1992,arkansas (dc),dc,TRUE,10,arkansas,8
Kines Joe,arkansas, Arkansas (interim HC),hc,1992,1992,arkansas (interim hc),hc,TRUE,10,arkansas,8
Kines Joe,clemson, Clemson (LB),lb,1977,1978,clemson (lb),lb,TRUE,9,clemson,7
Kines Joe,florida, Florida (LB/DC),lb,1979,1984,florida (lb/dc),lb,TRUE,9,florida,7
Kines Joe,florida state, Florida State (LB),lb,2000,2002,florida state (lb),lb,TRUE,15,florida state,13
Kines Joe,georgia, Georgia (Asst. HC/DC/DE),ga,1995,1999,georgia (asst. hc/dc/de),ga,TRUE,9,georgia,7
Kines Joe,jacksonville state, Jacksonville State (Asst. HC/DC),ga,1976,1976,jacksonville state (asst. hc/dc),ga,TRUE,20,jacksonville state,18
Kines Joe,tampa bay buccaneers, Tampa Bay Buccaneers (LB),lb,1987,1990,tampa bay buccaneers (lb),lb,TRUE,22,tampa bay buccaneers,20
Kines Joe,texas a&m, Texas A&M (DC),dc,2008,2009,texas a&m (dc),dc,TRUE,11,texas a&m,9
Kingsbury Kliff,houston, Houston (Co-OC/QB),oc,2010,2011,houston (co-oc/qb),oc,TRUE,9,houston,7
Kingsbury Kliff,houston, Houston (OQC),ga,2008,2009,houston (oqc),ga,TRUE,9,houston,7
Kingsbury Kliff,texas a&m, Texas A&M (OC/QB),oc,2012,2012,texas a&m (oc/qb),oc,TRUE,11,texas a&m,9
Kingsbury Kliff,texas tech, Texas Tech,hc,2013,-1,texas tech,hc,TRUE,#VALUE!,texas tech,10
Kirby Marion,greensboro, Greensboro,hc,1997,2001,greensboro,hc,TRUE,#VALUE!,greensboro,10
Kish Tim,arizona, Arizona (Assistant/LB),ga,2007,2009,arizona (assistant/lb),ga,TRUE,9,arizona,7
Kish Tim,arizona, Arizona (Co-DC/LB),dc,2010,2010,arizona (co-dc/lb),dc,TRUE,9,arizona,7
Kish Tim,arizona, Arizona (Interim HC/DC/LB),hc,2011,2011,arizona (interim hc/dc/lb),hc,TRUE,9,arizona,7
Kish Tim,arizona, Arizona (LB),lb,2004,2006,arizona (lb),lb,TRUE,9,arizona,7
Kish Tim,army, Army (DE/OLB),dl,1984,1991,army (de/olb),dl,TRUE,6,army,4
Kish Tim,ball state, Ball State (DL),dl,1983,1983,ball state (dl),dl,TRUE,12,ball state,10
Kish Tim,ball state, Ball State (QB),qb,1982,1982,ball state (qb),qb,TRUE,12,ball state,10
Kish Tim,bowling green, Bowling Green (GA),ga,1978,1978,bowling green (ga),ga,TRUE,15,bowling green,13
Kish Tim,illinois, Illinois (DC/LB),dc,1997,2000,illinois (dc/lb),dc,TRUE,10,illinois,8
Kish Tim,indiana, Indiana (DC/LB),dc,2002,2003,indiana (dc/lb),dc,TRUE,9,indiana,7
Kish Tim,mariemont hs, Mariemont HS (Assistant),ga,1976,1977,mariemont hs (assistant),ga,TRUE,14,mariemont hs,12
Kish Tim,northwestern, Northwestern (DE/LB),dl,1992,1996,northwestern (de/lb),dl,TRUE,14,northwestern,12
Kish Tim,ohio, Ohio (DC/LB),dc,2001,2001,ohio (dc/lb),dc,TRUE,6,ohio,4
Kish Tim,oklahoma, Oklahoma (LB),lb,2012,-1,oklahoma (lb),lb,TRUE,10,oklahoma,8
Kish Tim,purdue, Purdue (Asst. DB),ga,1979,1981,purdue (asst. db),ga,TRUE,8,purdue,6
Klika Jr. William Bill,fairleigh dickinsonflorham, Fairleigh DickinsonFlorham,hc,1974,1996,fairleigh dickinsonflorham,hc,TRUE,#VALUE!,fairleigh dickinsonflorham,26
Klika Jr. William Bill,fairleigh dickinsonflorham, Fairleigh DickinsonFlorham,hc,2000,2001,fairleigh dickinsonflorham,hc,TRUE,#VALUE!,fairleigh dickinsonflorham,26
Knoll Mike,bacone, Bacone (AHC/DC),ahc,2004,2004,bacone (ahc/dc),ahc,TRUE,8,bacone,6
Knoll Mike,iowa state, Iowa State (DC),dc,1983,1983,iowa state (dc),dc,TRUE,12,iowa state,10
Knoll Mike,miami, Miami (FL) (DB),db,1984,1984,miami (fl) (db),db,TRUE,7,miami,5
Knoll Mike,miami, Miami (FL) (LB),lb,1985,1985,miami (fl) (lb),lb,TRUE,7,miami,5
Knoll Mike,missouri western, Missouri Western (LB),lb,1975,1977,missouri western (lb),lb,TRUE,18,missouri western,16
Knoll Mike,new mexico state, New Mexico State (OLB),lb,1978,1978,new mexico state (olb),lb,TRUE,18,new mexico state,16
Knoll Mike,new mexico state, New Mexico State,hc,1986,1989,new mexico state,hc,TRUE,#VALUE!,new mexico state,16
Knoll Mike,northeastern state, Northeastern State (AHC/DL/RC),ahc,2010,-1,northeastern state (ahc/dl/rc),ahc,TRUE,20,northeastern state,18
Knoll Mike,northwestern, Northwestern (AHC/DC),ahc,1990,1992,northwestern (ahc/dc),ahc,TRUE,14,northwestern,12
Knoll Mike,tulsa, Tulsa (DC),dc,1980,1982,tulsa (dc),dc,TRUE,7,tulsa,5
Knoll Mike,tulsa, Tulsa (DC/ST/DL),dc,1993,1997,tulsa (dc/st/dl),dc,TRUE,7,tulsa,5
Knoll Mike,tulsa, Tulsa (DL),dl,1979,1979,tulsa (dl),dl,TRUE,7,tulsa,5
Knoll Mike,upper iowa, Upper Iowa,hc,2005,2008,upper iowa,hc,TRUE,#VALUE!,upper iowa,10
Knorr Brian,air force, Air Force (assistant OL/JV),ga,1992,1994,air force (assistant ol/jv),ga,TRUE,11,air force,9
Knorr Brian,air force, Air Force (DC),dc,2005,2007,air force (dc),dc,TRUE,11,air force,9
Knorr Brian,indiana, Indiana (DC),dc,2014,-1,indiana (dc),dc,TRUE,9,indiana,7
Knorr Brian,ohio, Ohio (ILB),lb,1995,1998,ohio (ilb),lb,TRUE,6,ohio,4
Knorr Brian,ohio, Ohio,hc,2001,2004,ohio,hc,TRUE,#VALUE!,ohio,4
Knorr Brian,ohio, Ohio (DC),dc,1999,1999,ohio (dc),dc,TRUE,6,ohio,4
Knorr Brian,wake forest, Wake Forest (DC),dc,2008,2013,wake forest (dc),dc,TRUE,13,wake forest,11
Knowles Jim,cornell, Cornell,hc,2004,2009,cornell,hc,TRUE,#VALUE!,cornell,7
Knowles Jim,cornell, Cornell (DL),dl,1988,1988,cornell (dl),dl,TRUE,9,cornell,7
Knowles Jim,cornell, Cornell (LB),lb,1995,1996,cornell (lb),lb,TRUE,9,cornell,7
Knowles Jim,cornell, Cornell (RB),rb,1989,1994,cornell (rb),rb,TRUE,9,cornell,7
Knowles Jim,duke, Duke (DC),dc,2010,-1,duke (dc),dc,TRUE,6,duke,4
Knowles Jim,mississippi, Mississippi (LB),lb,2003,2003,mississippi (lb),lb,TRUE,13,mississippi,11
Knowles Jim,western michigan, Western Michigan (DC),dc,2001,2002,western michigan (dc),dc,TRUE,18,western michigan,16
Knowles Jim,western michigan, Western Michigan (DL),dl,1997,2000,western michigan (dl),dl,TRUE,18,western michigan,16
Koch Bill,valparaiso, Valparaiso,hc,1977,1988,valparaiso,hc,TRUE,#VALUE!,valparaiso,10
Koenning Vic,clemson, Clemson (DC/DB),dc,2005,2008,clemson (dc/db),dc,TRUE,9,clemson,7
Koenning Vic,illinois, Illinois (DC),dc,2010,2011,illinois (dc),dc,TRUE,10,illinois,8
Koenning Vic,illinois, Illinois (interim HC),hc,2011,2011,illinois (interim hc),hc,TRUE,10,illinois,8
Koenning Vic,kansas state, Kansas State (Co-DC/DB),dc,2009,2009,kansas state (co-dc/db),dc,TRUE,14,kansas state,12
Koenning Vic,memphis state, Memphis State (GA/strength),ga,1986,1990,memphis state (ga/strength),ga,TRUE,15,memphis state,13
Koenning Vic,memphis state, Memphis State/Memphis (DB),db,1991,1996,memphis state/memphis (db),db,TRUE,23,memphis state/memphis,13
Koenning Vic,north carolina, North Carolina (Co-DC),dc,2012,-1,north carolina (co-dc),dc,TRUE,16,north carolina,14
Koenning Vic,troy, Troy (DC),dc,2003,2004,troy (dc),dc,TRUE,6,troy,4
Koenning Vic,wyoming, Wyoming,hc,2000,2002,wyoming,hc,TRUE,#VALUE!,wyoming,7
Koenning Vic,wyoming, Wyoming (DC),dc,1997,1999,wyoming (dc),dc,TRUE,9,wyoming,7
Koetter Dirk,arizona state, Arizona State,hc,2001,2006,arizona state,hc,TRUE,#VALUE!,arizona state,13
Koetter Dirk,atlanta falcons, Atlanta Falcons (OC),oc,2012,-1,atlanta falcons (oc),oc,TRUE,17,atlanta falcons,15
Koetter Dirk,boise state, Boise State,hc,1998,2000,boise state,hc,TRUE,#VALUE!,boise state,11
Koetter Dirk,boston college, Boston College (OC),oc,1994,1995,boston college (oc),oc,TRUE,16,boston college,14
Koetter Dirk,highland hs, Highland HS (ID),hc,1983,1984,highland hs (id),hc,TRUE,13,highland hs,11
Koetter Dirk,jacksonville jaguars, Jacksonville Jaguars (OC),oc,2007,2011,jacksonville jaguars (oc),oc,TRUE,22,jacksonville jaguars,20
Koetter Dirk,jacksonville jaguars, Jacksonville Jaguars (OC/QB),oc,2011,2011,jacksonville jaguars (oc/qb),oc,TRUE,22,jacksonville jaguars,20
Koetter Dirk,missouri, Missouri (OC),oc,1989,1993,missouri (oc),oc,TRUE,10,missouri,8
Koetter Dirk,oregon, Oregon (OC),oc,1996,1997,oregon (oc),oc,TRUE,8,oregon,6
Koetter Dirk,san francisco state, San Francisco State (OC),oc,1985,1985,san francisco state (oc),oc,TRUE,21,san francisco state,19
Koetter Dirk,utep, UTEP (OC),oc,1986,1988,utep (oc),oc,TRUE,6,utep,4
Kragthorpe Dave,brigham young, BYU (OC/OL),oc,1970,1975,byu (oc/ol),oc,TRUE,5,byu,13
Kragthorpe Dave,brigham young, BYU (OL),ol,1976,1979,byu (ol),ol,TRUE,5,byu,13
Kragthorpe Dave,idaho state, Idaho State,hc,1980,1982,idaho state,hc,TRUE,#VALUE!,idaho state,11
Kragthorpe Dave,new mexico, New Mexico (OL),ol,1991,-1,new mexico (ol),ol,TRUE,12,new mexico,10
Kragthorpe Dave,oregon state, Oregon State,hc,1985,1990,oregon state,hc,TRUE,#VALUE!,oregon state,12
Kragthorpe Dave,south dakota state, South Dakota State,hc,1969,1969,south dakota state,hc,TRUE,#VALUE!,south dakota state,18
Kragthorpe Steve,boston college, Boston College (QB),qb,1996,1996,boston college (qb),qb,TRUE,16,boston college,14
Kragthorpe Steve,buffalo bills, Buffalo Bills (QB),qb,2001,2002,buffalo bills (qb),qb,TRUE,15,buffalo bills,13
Kragthorpe Steve,louisville, Louisville,hc,2007,2009,louisville,hc,TRUE,#VALUE!,louisville,10
Kragthorpe Steve,lsu, LSU (QB),qb,2011,2012,lsu (qb),qb,TRUE,5,lsu,3
Kragthorpe Steve,north texas, North Texas (OC),oc,1994,1995,north texas (oc),oc,TRUE,13,north texas,11
Kragthorpe Steve,northern arizona, Northern Arizona (OC),oc,1992,1993,northern arizona (oc),oc,TRUE,18,northern arizona,16
Kragthorpe Steve,northern arizona, Northern Arizona (QB),qb,1990,1991,northern arizona (qb),qb,TRUE,18,northern arizona,16
Kragthorpe Steve,texas a&m, Texas A&M (OC),oc,1998,2000,texas a&m (oc),oc,TRUE,11,texas a&m,9
Kragthorpe Steve,texas a&m, Texas A&M (QB),qb,1997,1997,texas a&m (qb),qb,TRUE,11,texas a&m,9
Kragthorpe Steve,texas a&m, Texas A&M (WR),wr,2010,2010,texas a&m (wr),wr,TRUE,11,texas a&m,9
Kragthorpe Steve,tulsa, Tulsa,hc,2003,2006,tulsa,hc,TRUE,#VALUE!,tulsa,5
Kramer Larry,austin, Austin,hc,1973,1982,austin,hc,TRUE,#VALUE!,austin,6
Kramer Larry,emporia state, Emporia State,hc,1983,1994,emporia state,hc,TRUE,#VALUE!,emporia state,13
Kramer Larry,kansas state, Kansas State (assistant),ga,1995,1997,kansas state (assistant),ga,TRUE,14,kansas state,12
Kramer Larry,mccook jc, McCook JC,hc,1966,1970,mccook jc,hc,TRUE,#VALUE!,mccook jc,9
Kramer Larry,southern oregon, Southern Oregon,hc,1970,1972,southern oregon,hc,TRUE,#VALUE!,southern oregon,15
Kramer Mike,colton hs, Colton HS (WA) (assistant),ga,1976,1976,colton hs (wa) (assistant),ga,TRUE,11,colton hs,9
Kramer Mike,eastern washington, Eastern Washington,hc,1994,1999,eastern washington,hc,TRUE,#VALUE!,eastern washington,18
Kramer Mike,eastern washington, Eastern Washington (DL),dl,1989,1993,eastern washington (dl),dl,TRUE,20,eastern washington,18
Kramer Mike,helena hs, Helena HS (MT),hc,1980,1982,helena hs (mt),hc,TRUE,11,helena hs,9
Kramer Mike,helena hs, Helena HS (MT) (assistant),ga,1977,1979,helena hs (mt) (assistant),ga,TRUE,11,helena hs,9
Kramer Mike,idaho state, Idaho State,hc,2011,-1,idaho state,hc,TRUE,#VALUE!,idaho state,11
Kramer Mike,montana state, Montana State,hc,2000,2006,montana state,hc,TRUE,#VALUE!,montana state,13
Kramer Mike,montana state, Montana State (DC),dc,1985,1986,montana state (dc),dc,TRUE,15,montana state,13
Kramer Mike,montana state, Montana State (DL),dl,1983,1984,montana state (dl),dl,TRUE,15,montana state,13
Kramer Mike,stadium hs, Stadium HS (WA),hc,1987,1988,stadium hs (wa),hc,TRUE,12,stadium hs,10
Kramer Mike,washington state, Washington State (assistant),ga,2010,2010,washington state (assistant),ga,TRUE,18,washington state,16
Kratzer Dan,hastings, Hastings,hc,1990,1994,hastings,hc,TRUE,#VALUE!,hastings,8
Kratzer Dan,indiana, Indiana (assistant),ga,1983,1983,indiana (assistant),ga,TRUE,9,indiana,7
Kratzer Dan,kearney hs, Kearney HS (MO) (assistant),ga,1975,1975,kearney hs (mo) (assistant),ga,TRUE,12,kearney hs,10
Kratzer Dan,kent state, Kent State (assistant),ga,2001,2004,kent state (assistant),ga,TRUE,12,kent state,10
Kratzer Dan,lee's summit hs, Lee's Summit HS (MO),hc,1978,1982,lee's summit hs (mo),hc,TRUE,17,lee's summit hs,15
Kratzer Dan,lindenwood, Lindenwood,hc,1995,2000,lindenwood,hc,TRUE,#VALUE!,lindenwood,10
Kratzer Dan,miami oh, Miami (OH) (assistant),ga,1986,1986,miami (oh) (assistant),ga,TRUE,7,miami,8
Kratzer Dan,missouri valley, Missouri Valley (assistant),ga,1974,1974,missouri valley (assistant),ga,TRUE,17,missouri valley,15
Kratzer Dan,missouri valley, Missouri Valley (OC),oc,1988,1989,missouri valley (oc),oc,TRUE,17,missouri valley,15
Kratzer Dan,ohio northern, Ohio Northern,hc,1984,1985,ohio northern,hc,TRUE,#VALUE!,ohio northern,13
Kratzer Dan,richmond hs, Richmond HS (MO),hc,1987,1987,richmond hs (mo),hc,TRUE,13,richmond hs,11
Kratzer Dan,south dakota mines, South Dakota Mines,hc,2005,2011,south dakota mines,hc,TRUE,#VALUE!,south dakota mines,18
Kratzer Dan,trenton hs, Trenton HS (MO),hc,1976,1977,trenton hs (mo),hc,TRUE,12,trenton hs,10
Kreps Dean,hope, Hope,hc,1995,2012,hope,hc,TRUE,#VALUE!,hope,4
Kreps Dean,hope, Hope (DC),dc,1991,1994,hope (dc),dc,TRUE,6,hope,4
Kreps Dean,hope, Hope (DL),dl,1986,1990,hope (dl),dl,TRUE,6,hope,4
Kreps Dean,illinois, Illinois (GA),ga,1984,1985,illinois (ga),ga,TRUE,10,illinois,8
Krivak Joe,madonna hs, Madonna HS,hc,1961,1968,madonna hs,hc,TRUE,#VALUE!,madonna hs,10
Krivak Joe,madonna hs, Madonna HS (assistant),ga,1958,1960,madonna hs (assistant),ga,TRUE,12,madonna hs,10
Krivak Joe,maryland, Maryland,hc,1987,1991,maryland,hc,TRUE,#VALUE!,maryland,8
Krivak Joe,maryland, Maryland (assistant),ga,1974,1976,maryland (assistant),ga,TRUE,10,maryland,8
Krivak Joe,maryland, Maryland (QB/WR),qb,1982,1986,maryland (qb/wr),qb,TRUE,10,maryland,8
Krivak Joe,navy, Navy (assistant),ga,1977,1981,navy (assistant),ga,TRUE,6,navy,4
Krivak Joe,syracuse, Syracuse (WR),wr,1969,1973,syracuse (wr),wr,TRUE,10,syracuse,8
Krivak Joe,virginia, Virginia (QB),qb,1995,1996,virginia (qb),qb,TRUE,10,virginia,8
Kruczek Mike,arizona cardinals, Arizona Cardinals (20042006),qb,2004,2006,arizona cardinals (20042006),qb,TRUE,19,arizona cardinals,17
Kruczek Mike,arizona cardinals, Arizona Cardinals (2006),oc,2006,2006,arizona cardinals (2006),oc,TRUE,19,arizona cardinals,17
Kruczek Mike,california redwoods, California Redwoods (2009),oc,2009,2009,california redwoods (2009),oc,TRUE,21,california redwoods,19
Kruczek Mike,florida state university, Florida State University (19821983),qb,1982,1983,florida state university (19821983),qb,TRUE,26,florida state university,24
Kruczek Mike,jacksonville bulls, Jacksonville Bulls (1984),qb,1984,1984,jacksonville bulls (1984),qb,TRUE,20,jacksonville bulls,18
Kruczek Mike,sacramento mountain lions, Sacramento Mountain Lions (20102011),oc,2010,2011,sacramento mountain lions (20102011),oc,TRUE,27,sacramento mountain lions,25
Kruczek Mike,trinity prep, Trinity Prep (2013-present),hc,2013,-1,trinity prep (2013-present),hc,TRUE,14,trinity prep,12
Kruczek Mike,umass minutemen, UMass Minutemen (2012),oc,2012,2012,umass minutemen (2012),oc,TRUE,17,umass minutemen,15
Kruczek Mike,university of central florida, University of Central Florida (19851997),oc,1985,1997,university of central florida (19851997),oc,TRUE,31,university of central florida,29
Kruczek Mike,university of central florida, University of Central Florida (19982003),hc,1998,2003,university of central florida (19982003),hc,TRUE,31,university of central florida,29
Krzykowski Mark,carroll, Carroll,hc,2011,-1,carroll,hc,TRUE,#VALUE!,carroll,7
Krzykowski Mark,carroll, Carroll (AHC/DC),ahc,2008,2010,carroll (ahc/dc),ahc,TRUE,9,carroll,7
Krzykowski Mark,carroll, Carroll (DC),dc,2006,2007,carroll (dc),dc,TRUE,9,carroll,7
Kugler Sean,boise state, Boise State (AHC/OL),ahc,2006,2006,boise state (ahc/ol),ahc,TRUE,13,boise state,11
Kugler Sean,buffalo bills, Buffalo Bills (asst. OL),ga,2007,2007,buffalo bills (asst. ol),ga,TRUE,15,buffalo bills,13
Kugler Sean,buffalo bills, Buffalo Bills (OL),ol,2008,2009,buffalo bills (ol),ol,TRUE,15,buffalo bills,13
Kugler Sean,detroit lions, Detroit Lions (asst. OL/TE),ga,2004,2005,detroit lions (asst. ol/te),ga,TRUE,15,detroit lions,13
Kugler Sean,detroit lions, Detroit Lions (TE),te,2001,2003,detroit lions (te),te,TRUE,15,detroit lions,13
Kugler Sean,gaither, Gaither (FL) HS (OL),ol,1992,1992,gaither (fl) hs (ol),ol,TRUE,9,gaither,7
Kugler Sean,pittsburgh steelers, Pittsburgh Steelers (OL),ol,2010,2012,pittsburgh steelers (ol),ol,TRUE,21,pittsburgh steelers,19
Kugler Sean,tampa bay, Tampa Bay (FL) Tech HS (OL/DL),ol,1990,1991,tampa bay (fl) tech hs (ol/dl),ol,TRUE,11,tampa bay,9
Kugler Sean,utep, UTEP,hc,2013,-1,utep,hc,TRUE,#VALUE!,utep,4
Kugler Sean,utep, UTEP (GA),ga,1993,1993,utep (ga),ga,TRUE,6,utep,4
Kugler Sean,utep, UTEP (OL),ol,1995,2000,utep (ol),ol,TRUE,6,utep,4
Kugler Sean,utep, UTEP (TE),te,1994,1994,utep (te),te,TRUE,6,utep,4
Labadie Ron,adrian, Adrian,hc,1982,1989,adrian,hc,TRUE,#VALUE!,adrian,6
Labadie Ron,marshall hs, Marshall HS (MI),hc,1974,1981,marshall hs (mi),hc,TRUE,13,marshall hs,11
Lacewell Larry,alabama, Alabama (GA),ga,1959,1959,alabama (ga),ga,TRUE,9,alabama,7
Lacewell Larry,arkansas state, Arkansas State,hc,1979,1989,arkansas state,hc,TRUE,#VALUE!,arkansas state,14
Lacewell Larry,arkansas state, Arkansas State (assistant),ga,1960,1961,arkansas state (assistant),ga,TRUE,16,arkansas state,14
Lacewell Larry,arkansas state, Arkansas State (volunteer),hc,1978,1978,arkansas state (volunteer),hc,TRUE,16,arkansas state,14
Lacewell Larry,iowa state, Iowa State (def. assistant),ga,1968,1968,iowa state (def. assistant),ga,TRUE,12,iowa state,10
Lacewell Larry,kilgore jc, Kilgore JC (assistant),ga,1965,1965,kilgore jc (assistant),ga,TRUE,12,kilgore jc,10
Lacewell Larry,oklahoma, Oklahoma (freshmen),ga,1966,1966,oklahoma (freshmen),ga,TRUE,10,oklahoma,8
Lacewell Larry,oklahoma, Oklahoma (AHC/DC),ahc,1973,1977,oklahoma (ahc/dc),ahc,TRUE,10,oklahoma,8
Lacewell Larry,oklahoma, Oklahoma (DC),dc,1970,1972,oklahoma (dc),dc,TRUE,10,oklahoma,8
Lacewell Larry,oklahoma, Oklahoma (DE),dl,1969,1969,oklahoma (de),dl,TRUE,10,oklahoma,8
Lacewell Larry,tennessee, Tennessee (DC),dc,1990,1991,tennessee (dc),dc,TRUE,11,tennessee,9
Lacewell Larry,wichita state, Wichita State (assistant),ga,1967,1967,wichita state (assistant),ga,TRUE,15,wichita state,13
Lacey Bill,bates, Bates (OL),ol,1996,1996,bates (ol),ol,TRUE,7,bates,5
Lacey Bill,sacred heart, Sacred Heart,hc,2002,2003,sacred heart,hc,TRUE,#VALUE!,sacred heart,12
