"num_seasons","school","source","target","weight"
"1","west texas a&m","4637","969","0.023255813953488372"
"1","houston","4637","3730","0.023255813953488372"
"3","lsu","3940","7025","0.09090909090909091"
"1","southern methodist","3940","4322","0.030303030303030304"
"1","stanford","3940","1952","0.030303030303030304"
"1","connecticut","2959","2105","0.02"
"1","south carolina","2959","1609","0.02"
"2","william & mary","2959","1708","0.04"
"1","virginia union","6223","240","0.07142857142857142"
"2","northeastern","3279","3874","0.058823529411764705"
"2","northeastern","3279","4889","0.058823529411764705"
"1","arizona st.","3279","1248","0.029411764705882353"
"1","eastern washington","6961","3553","0.09090909090909091"
"10","virginia-wise","6593","5178","0.7692307692307693"
"1","south dakota","972","4289","0.045454545454545456"
"4","north dakota st.","972","217","0.18181818181818182"
"3","michigan state","6355","5505","0.041666666666666664"
"1","boston college","6355","5929","0.013888888888888888"
"1","west virginia","6355","4621","0.013888888888888888"
"4","north carolina","6355","791","0.05555555555555555"
"1","virginia tech","6355","356","0.013888888888888888"
"1","virginia","6355","6673","0.013888888888888888"
"6","colgate","1200","1743","0.3333333333333333"
"1","bucknell","4789","3665","0.027777777777777776"
"1","cornell","4789","3151","0.027777777777777776"
"3","kansas","1248","5387","0.04"
"1","kansas","1248","1937","0.013333333333333334"
"2","oregon st.","1248","5118","0.02666666666666667"
"1","iowa st.","1248","5984","0.013333333333333334"
"3","kentucky","1248","1398","0.04"
"4","idaho","4970","5854","0.10526315789473684"
"1","auburn","4970","6380","0.02631578947368421"
"1","nevada","4970","199","0.02631578947368421"
"1","texas a&m","216","5811","0.013157894736842105"
"1","northern arizona","216","210","0.013157894736842105"
"1","unlv","216","4707","0.013157894736842105"
"2","baylor","216","684","0.02631578947368421"
"1","arizona st.","216","1248","0.013157894736842105"
"3","hawaii","216","6333","0.039473684210526314"
"3","ucla","216","1672","0.039473684210526314"
"1","georgia tech","3630","1404","0.022727272727272728"
"4","louisville","3630","5607","0.09090909090909091"
"9","virginia","3630","6673","0.20454545454545456"
"2","princeton","6345","5407","0.10526315789473684"
"1","idaho state","6752","4260","0.02040816326530612"
"7","utah","6752","4067","0.14285714285714285"
"1","utah","6752","4323","0.02040816326530612"
"1","brigham young","6752","1814","0.02040816326530612"
"2","texas","2179","4273","0.05128205128205128"
"5","wyoming","2179","47","0.1282051282051282"
"1","texas","2179","3894","0.02564102564102564"
"1","syracuse","4536","4867","0.02127659574468085"
"1","notre dame","4536","1471","0.02127659574468085"
"3","florida","4536","4323","0.06382978723404255"
"1","utah","4536","5530","0.02127659574468085"
"1","kansas st.","1615","4352","0.03125"
"1","arizona","1615","1776","0.03125"
"6","kansas st.","1615","5900","0.1875"
"1","louisville","3655","85","0.05263157894736842"
"1","iowa st.","3655","758","0.05263157894736842"
"2","kansas st.","1653","1593","0.028169014084507043"
"3","oklahoma","1653","6177","0.04225352112676056"
"3","missouri","1653","5076","0.04225352112676056"
"3","north carolina","1653","1662","0.04225352112676056"
"1","fsu","1653","3271","0.014084507042253521"
"1","nc state","1653","1810","0.014084507042253521"
"1","auburn","6076","287","0.017241379310344827"
"2","auburn","6076","1773","0.034482758620689655"
"1","temple","6076","6547","0.017241379310344827"
"2","central connecticut","6076","4193","0.034482758620689655"
"4","georgia southern","6076","5482","0.06896551724137931"
"3","cincinnati","1727","5992","0.2727272727272727"
"2","arizona","3491","6066","0.019801980198019802"
"1","indiana","3491","1617","0.009900990099009901"
"4","northwestern","3491","6448","0.039603960396039604"
"1","ohio","3491","3519","0.009900990099009901"
"5","arizona","3491","6067","0.04950495049504951"
"3","illinois","3491","6401","0.0297029702970297"
"1","bowling green","3491","6060","0.009900990099009901"
"2","purdue","3491","7000","0.019801980198019802"
"1","arkansas tech","1239","4540","0.04"
"3","central arkansas","1239","1220","0.12"
"1","arkansas","1481","3451","0.02564102564102564"
"13","north carolina","1481","733","0.3333333333333333"
"2","iowa","1481","1979","0.05128205128205128"
"1","georgia","1481","2371","0.02564102564102564"
"1","ucla","844","1672","0.018867924528301886"
"1","idaho","844","2307","0.018867924528301886"
"1","colorado","844","303","0.018867924528301886"
"1","california","844","5717","0.018867924528301886"
"7","cornell","4889","4581","0.6363636363636364"
"5","arizona","6066","6067","0.09090909090909091"
"2","fsu","6066","2030","0.03636363636363636"
"1","houston","6066","1615","0.01818181818181818"
"2","wyoming","6066","3529","0.03636363636363636"
"2","iowa","6066","2170","0.03636363636363636"
"6","akron","1556","3642","0.46153846153846156"
"1","central michigan","1184","1562","0.07692307692307693"
"1","michigan","6448","5586","0.011627906976744186"
"1","penn st.","6448","5420","0.011627906976744186"
"8","colorado","6448","4088","0.09302325581395349"
"1","bowling green","6448","6060","0.011627906976744186"
"4","northwestern","6448","303","0.046511627906976744"
"11","penn st.","6448","624","0.12790697674418605"
"1","georgia tech","1404","5387","0.07142857142857142"
"1","alabama state","993","3956","0.023809523809523808"
"1","albany state","993","5845","0.023809523809523808"
"1","prairie view","993","993","0.023809523809523808"
"1","south florida","818","3681","0.047619047619047616"
"1","nevada","818","199","0.047619047619047616"
"3","assumption","3372","2257","0.21428571428571427"
"3","akron","6360","1556","0.25"
"4","south alabama","1081","3266","0.4"
"1","uab","2769","4174","0.038461538461538464"
"4","uab","2769","870","0.15384615384615385"
"1","william & mary","3910","5423","0.05555555555555555"
"1","arizona","3910","4012","0.05555555555555555"
"1","louisiana tech","3967","6343","0.08333333333333333"
"1","iowa","3806","4876","0.021739130434782608"
"1","oklahoma","3806","3937","0.021739130434782608"
"1","kansas","3806","2322","0.021739130434782608"
"3","oklahoma","3806","6064","0.06521739130434782"
"16","nc state","862","854","2.0"
"1","kansas","4097","5387","0.018867924528301886"
"1","cornell","4097","2627","0.018867924528301886"
"1","bowling green","4097","4944","0.018867924528301886"
"3","miami oh","4097","5586","0.05660377358490566"
"3","azusa pacific","1381","5733","0.15789473684210525"
"1","auburn","5693","287","0.041666666666666664"
"1","baylor","5693","6238","0.041666666666666664"
"12","ball st.","2869","4097","0.5454545454545454"
"2","kansas","2869","4009","0.09090909090909091"
"1","clemson","3671","2086","0.02857142857142857"
"1","clemson","3671","3107","0.02857142857142857"
"1","clemson","3671","4924","0.02857142857142857"
"1","iowa st.","5653","4082","0.045454545454545456"
"5","eastern washington","5653","6961","0.22727272727272727"
"1","southern miss","1506","2559","0.02857142857142857"
"1","lsu","1506","159","0.02857142857142857"
"3","missouri southern st.","1506","6209","0.08571428571428572"
"2","dartmouth","3712","3873","0.2"
"4","michigan","1521","946","0.4"
"1","michigan state","2445","5395","0.023255813953488372"
"1","alabama state","2445","4849","0.023255813953488372"
"1","iowa st.","2445","3917","0.023255813953488372"
"1","depauw","7038","6536","0.09090909090909091"
"2","notre dame","6433","2727","0.05555555555555555"
"4","allegheny","6433","6319","0.1111111111111111"
"2","new hampshire","6433","601","0.05555555555555555"
"1","mount union","5791","3346","0.08333333333333333"
"1","northwestern","5586","4860","0.02"
"1","bowling green","5586","4944","0.02"
"1","presbyterian","5586","1379","0.02"
"1","notre dame","96","2959","0.1111111111111111"
"3","clemson","6001","6175","0.061224489795918366"
"3","alabama","6001","5505","0.061224489795918366"
"4","fsu","6001","597","0.08163265306122448"
"1","tennessee","6001","3917","0.02040816326530612"
